pair_key,cv_id,cv_level,cv_category,job_id,job_title,job_category,rank,high_dims,cohere_relevance,gptoss_relevance,llama_relevance,final_relevance,cohere_skills,gptoss_skills,llama_skills,final_skills,cohere_experience,gptoss_experience,llama_experience,final_experience,cohere_education,gptoss_education,llama_education,final_education,job_experience,job_education_level,cv_experience_years,cv_education_level,cv_education_field,cv_technical_skills,job_requirements_tags,job_technical_skills
cskh_P_90c81ec8e7e2d0fde869ddf09b995492_13,cskh_P,P,Chăm sóc khách hàng,90c81ec8e7e2d0fde869ddf09b995492,Nhân Viên Chăm Sóc Khách Hàng Tiếng Anh - Không Yêu Cầu Kinh Nghiệm - Thu Nhập 15 - 23 Triệu - Tại HCM,Chăm sóc khách hàng,13,skills_match,7,6,4,6,7,5,2,3,10,9,10,10,10,7,7,7,Không yêu cầu,,2,Đại học,Công nghệ thông tin,Java; Python,,giao tiếp tiếng Anh (tương đương IELTS 5.0+/B1 trở lên); Excel cơ bản; thực hiện công việc theo ca; luân phiên ca hàng tháng; sử dụng tinh thần trách nhiệm và chịu được áp lực trong công việc
cskh_P_fadbf9fddd686b0aba832143a92a3355_15,cskh_P,P,Chăm sóc khách hàng,fadbf9fddd686b0aba832143a92a3355,Nhân Viên Chăm Sóc Khách Hàng,Chăm sóc khách hàng,15,skills_match,7,5,3,5,7,5,2,3,9,8,5,8,8,8,7,8,1 năm,Cao đẳng,2,Đại học,Công nghệ thông tin,Java; Python,Chăm sóc khách hàng; Y tế / Dược phẩm; Quan hệ công chúng; Nhà hàng / Khách sạn,giao tiếp xuất sắc; kỹ năng giải quyết vấn đề và xử lý tình huống tốt; khả năng làm việc độc lập và làm việc nhóm hiệu quả
gd_L1_46b90624d63dfb96beb964fc7353948f_13,gd_L1,L1,Giáo dục,46b90624d63dfb96beb964fc7353948f,"Huấn Luyện Viên Pilates/ Reformer Instructor/ Pilates Trainer (Full-Time) - Thu Nhập Trên 30.000.000 - Tại Quận 1, TP. HCM",Giáo dục,13,experience_match,5,4,3,5,3,2,2,2,8,3,0,9,7,8,7,7,1 năm,Trung học,0,Đại học,Giáo dục,PowerPoint; Excel,Huấn luyện viên Thể hình (PT); Giáo dục / Đào tạo; Chăm sóc sức khỏe / Làm đẹp,Kiến thức về giải phẫu học (Anatomy); Kỹ năng giao tiếp tốt
gd_L1_6c8d2cb86d40fdbf26901c625dcd08ca_4,gd_L1,L1,Giáo dục,6c8d2cb86d40fdbf26901c625dcd08ca,Giáo Viên Khoa Học,Giáo dục,4,experience_match,3,5,4,4,2,4,2,2,10,3,0,2,10,10,10,10,3 năm,Đại học,0,Đại học,Giáo dục,PowerPoint; Excel,Giáo viên bộ môn khác; Giáo dục / Đào tạo,Excel; AutoCAD; Python; SAP
gd_L1_d8513f4d81b4553be6d704e58e7e0bbc_8,gd_L1,L1,Giáo dục,d8513f4d81b4553be6d704e58e7e0bbc,Chuyên Viên Phát Triển Chương Trình Đào Tạo,Giáo dục,8,experience_match,7,5,5,6,7,4,6,6,5,3,0,5,10,9,10,10,2 năm,Đại học,0,Đại học,Giáo dục,PowerPoint; Excel,Phát triển học liệu/Thiết kế khóa học; Giáo dục / Đào tạo,Excel; PowerPoint; Internet; Máy tính
gd_L1_dce521390d3e06af94978332ba4636a1_5,gd_L1,L1,Giáo dục,dce521390d3e06af94978332ba4636a1,Sales Executive (Nữ) Tư Vấn Khoá Đào Tạo Kỹ Năng Quản Lý CNTT,Giáo dục,5,skills_match,6,7,3,5,5,7,2,3,10,9,10,10,7,7,7,7,Dưới 1 năm,Cao đẳng,0,Đại học,Giáo dục,PowerPoint; Excel,Tư vấn tuyển sinh/khoá học; IT - Phần mềm; Marketing / Quảng cáo; B2B; Direct Sales,IT - Phần mềm; Marketing / Quảng cáo; B2B; Direct Sales
gd_L1_eeca4abe7e03fd2ec6a45bf6f3671cc2_15,gd_L1,L1,Giáo dục,eeca4abe7e03fd2ec6a45bf6f3671cc2,Giáo Viên Tiếng Anh (Toeic - Giao Tiếp) - Fulltime,Giáo dục,15,skills_match,7,9,7,7,5,10,2,5,10,10,10,10,10,7,10,10,,,0,Đại học,Giáo dục,PowerPoint; Excel,,
gd_L1b_46b90624d63dfb96beb964fc7353948f_13,gd_L1b,L1b,Giáo dục,46b90624d63dfb96beb964fc7353948f,"Huấn Luyện Viên Pilates/ Reformer Instructor/ Pilates Trainer (Full-Time) - Thu Nhập Trên 30.000.000 - Tại Quận 1, TP. HCM",Giáo dục,13,experience_match;education_match,4,5,3,5,3,4,2,3,10,9,5,9,7,9,4,9,1 năm,Trung học,1,Đại học,Ngôn ngữ Anh,Excel; PowerPoint,Huấn luyện viên Thể hình (PT); Giáo dục / Đào tạo; Chăm sóc sức khỏe / Làm đẹp,Kiến thức về giải phẫu học (Anatomy); Kỹ năng giao tiếp tốt
gd_L1b_eeca4abe7e03fd2ec6a45bf6f3671cc2_15,gd_L1b,L1b,Giáo dục,eeca4abe7e03fd2ec6a45bf6f3671cc2,Giáo Viên Tiếng Anh (Toeic - Giao Tiếp) - Fulltime,Giáo dục,15,skills_match,7,9,7,7,5,10,5,5,9,10,10,10,10,7,10,10,,,1,Đại học,Ngôn ngữ Anh,Excel; PowerPoint,,
gd_L2_46b90624d63dfb96beb964fc7353948f_12,gd_L2,L2,Giáo dục,46b90624d63dfb96beb964fc7353948f,"Huấn Luyện Viên Pilates/ Reformer Instructor/ Pilates Trainer (Full-Time) - Thu Nhập Trên 30.000.000 - Tại Quận 1, TP. HCM",Giáo dục,12,education_match,4,5,4,5,3,4,2,3,7,9,7,7,7,10,3,9,1 năm,Trung học,1,Đại học,Giáo dục,PowerPoint; Excel; IELTS,Huấn luyện viên Thể hình (PT); Giáo dục / Đào tạo; Chăm sóc sức khỏe / Làm đẹp,Kiến thức về giải phẫu học (Anatomy); Kỹ năng giao tiếp tốt
gd_L2b_f224329725039dacca80697c36a5b0fe_12,gd_L2b,L2b,Giáo dục,f224329725039dacca80697c36a5b0fe,AI Machine Learning Lead,Giáo dục,12,education_match,1,2,2,2,1,1,1,1,1,2,0,1,1,7,7,5,Trên 5 năm,Đại học,2,Đại học,Ngôn ngữ Anh,Excel; PowerPoint; Sales B2B; IELTS,AI Engineer,Python; C++; FastAPI; Flask; SQL; HuggingFace Transformers; PyTorch Lightning
gd_L3_4cd7d72832462d7bd257a9039a0014f3_7,gd_L3,L3,Giáo dục,4cd7d72832462d7bd257a9039a0014f3,Nhân Viên Tư Vấn Online - Parttime - Đi Làm Ngay,Giáo dục,7,experience_match,7,7,6,7,7,8,5,7,9,5,3,5,10,10,10,10,Dưới 1 năm,Đại học,3,Đại học,Giáo dục,PowerPoint; Excel; IELTS; Sales Giáo dục/Khoá học khác,Sales Giáo dục/Khoá học khác; Giáo dục / Đào tạo; B2C; Online Sales; Telesales,Sales Giáo dục/Khoá học khác; Giáo dục / Đào tạo; B2C; Online Sales; Telesales
gd_L3_b2c982f66f97c37a2158ea0dc74a4d22_6,gd_L3,L3,Giáo dục,b2c982f66f97c37a2158ea0dc74a4d22,Chuyên Viên Tuyển Sinh - Tư Vấn - Sales Giáo Dục (Dưới 1 Năm Kinh Nghiệm),Giáo dục,6,experience_match,7,7,7,6,7,6,6,6,9,5,3,5,8,9,8,8,Dưới 1 năm,Cao đẳng,3,Đại học,Giáo dục,PowerPoint; Excel; IELTS; Sales Giáo dục/Khoá học khác,,Sales Giáo dục/Khoá học khác; B2B; Telesales
gd_L3_c564e70aa213d6074f6db98def8329e4_1,gd_L3,L3,Giáo dục,c564e70aa213d6074f6db98def8329e4,Chuyên Viên Tuyển Sinh - Tư Vấn - Sales Giáo Dục (Dưới 1 Năm Kinh Nghiệm),Giáo dục,1,experience_match,7,6,6,7,7,6,7,7,9,5,3,5,7,9,9,9,Dưới 1 năm,Cao đẳng,3,Đại học,Giáo dục,PowerPoint; Excel; IELTS; Sales Giáo dục/Khoá học khác,Sales Giáo dục/Khoá học khác; B2B; Telesales,Sales Giáo dục/Khoá học khác; B2B; Telesales
gd_L3b_87be872bb47e7a40b185c703803df391_14,gd_L3b,L3b,Giáo dục,87be872bb47e7a40b185c703803df391,Chuyên Viên Triển Khai Phần Mềm & Chuyển Đổi Số (Yêu Cầu Khả Năng Thuyết Trình),Giáo dục,14,experience_match,7,6,5,6,7,6,6,6,9,5,3,5,10,10,9,10,Dưới 1 năm,Đại học,4,Đại học,Ngôn ngữ Anh,Excel; PowerPoint; Sales B2B; IELTS; B2C,,Excel; PowerPoint; Word; Canva; Edit Video
gd_L3b_f224329725039dacca80697c36a5b0fe_13,gd_L3b,L3b,Giáo dục,f224329725039dacca80697c36a5b0fe,AI Machine Learning Lead,Giáo dục,13,experience_match;education_match,1,3,2,3,1,1,1,1,1,6,3,6,1,7,7,5,Trên 5 năm,Đại học,4,Đại học,Ngôn ngữ Anh,Excel; PowerPoint; Sales B2B; IELTS; B2C,AI Engineer,Python; C++; FastAPI; Flask; SQL; HuggingFace Transformers; PyTorch Lightning
gd_L4_1272fb1976b592e5fa29a011dfbed0b7_5,gd_L4,L4,Giáo dục,1272fb1976b592e5fa29a011dfbed0b7,Telesales / Tư Vấn / Nhân Viên Kinh Doanh / Sales Online Giáo Dục (Thử Việc Full Lương _ Data Cấp 100% _ Lương Lên Đến 70M),Giáo dục,5,experience_match,7,6,3,6,6,6,4,6,7,3,2,4,7,8,7,7,Dưới 1 năm,Trung học,6,Đại học,Giáo dục,PowerPoint; Excel; IELTS; Sales Giáo dục/Khoá học khác; Tư vấn tuyển sinh/khoá học,Tư vấn tuyển sinh/khoá học; Giáo dục / Đào tạo; B2B; B2C; Online Sales; Telesales,Excel; AutoCAD; Python; SAP
gd_L4_51011235c55f1ebdb14e04c5b719fb5e_2,gd_L4,L4,Giáo dục,51011235c55f1ebdb14e04c5b719fb5e,Chuyên Viên Tư Vấn (Ngành Giáo Dục),Giáo dục,2,experience_match,7,6,7,6,7,6,6,6,10,4,10,4,7,9,9,9,Không yêu cầu,Trung cấp,6,Đại học,Giáo dục,PowerPoint; Excel; IELTS; Sales Giáo dục/Khoá học khác; Tư vấn tuyển sinh/khoá học,Tư vấn tuyển sinh/khoá học; Giáo dục / Đào tạo; B2C; Direct Sales; Telesales; Online Sales,Facebook; Zalo; các công cụ online cơ bản
gd_L4_7222c009019dbf5438a77e38fdcb9770_9,gd_L4,L4,Giáo dục,7222c009019dbf5438a77e38fdcb9770,Nhân Viên Kinh Doanh/ Nhân Viên Tư Vấn Tuyển Sinh/ Tư Vấn Khóa Học IELTS (Không Yêu Cầu Kinh Nghiệm Giáo Dục) - Lương 12 - 25 Triệu/Tháng,Giáo dục,9,experience_match,7,6,5,6,6,6,4,6,9,3,3,4,7,8,7,7,Dưới 1 năm,Cao đẳng,6,Đại học,Giáo dục,PowerPoint; Excel; IELTS; Sales Giáo dục/Khoá học khác; Tư vấn tuyển sinh/khoá học,Tư vấn tuyển sinh/khoá học; Giáo dục / Đào tạo; B2C,Excel; AutoCAD; Python; SAP
gd_L4_c564e70aa213d6074f6db98def8329e4_1,gd_L4,L4,Giáo dục,c564e70aa213d6074f6db98def8329e4,Chuyên Viên Tuyển Sinh - Tư Vấn - Sales Giáo Dục (Dưới 1 Năm Kinh Nghiệm),Giáo dục,1,experience_match,8,6,5,6,8,6,7,7,9,4,2,4,8,8,8,8,Dưới 1 năm,Cao đẳng,6,Đại học,Giáo dục,PowerPoint; Excel; IELTS; Sales Giáo dục/Khoá học khác; Tư vấn tuyển sinh/khoá học,Sales Giáo dục/Khoá học khác; B2B; Telesales,Sales Giáo dục/Khoá học khác; B2B; Telesales
gd_L4_dce521390d3e06af94978332ba4636a1_3,gd_L4,L4,Giáo dục,dce521390d3e06af94978332ba4636a1,Sales Executive (Nữ) Tư Vấn Khoá Đào Tạo Kỹ Năng Quản Lý CNTT,Giáo dục,3,experience_match,7,7,4,6,7,7,5,7,9,4,2,4,7,9,7,7,Dưới 1 năm,Cao đẳng,6,Đại học,Giáo dục,PowerPoint; Excel; IELTS; Sales Giáo dục/Khoá học khác; Tư vấn tuyển sinh/khoá học,Tư vấn tuyển sinh/khoá học; IT - Phần mềm; Marketing / Quảng cáo; B2B; Direct Sales,IT - Phần mềm; Marketing / Quảng cáo; B2B; Direct Sales
gd_L4b_2bb6623f3776b56777e21e057ce0c2f9_1,gd_L4b,L4b,Giáo dục,2bb6623f3776b56777e21e057ce0c2f9,Chuyên Viên Phát Triển Đối Tác Trường Học,Giáo dục,1,experience_match,7,7,7,7,7,7,8,7,10,4,10,5,10,10,10,10,Không yêu cầu,Đại học,7,Đại học,Quản lý giáo dục,Excel; PowerPoint; Sales B2B; IELTS; B2C; Direct Sales,,giao tiếp; đàm phán; thuyết trình
gd_L4b_51011235c55f1ebdb14e04c5b719fb5e_5,gd_L4b,L4b,Giáo dục,51011235c55f1ebdb14e04c5b719fb5e,Chuyên Viên Tư Vấn (Ngành Giáo Dục),Giáo dục,5,experience_match,7,6,5,6,6,5,6,6,10,3,10,4,7,9,7,7,Không yêu cầu,Trung cấp,7,Đại học,Quản lý giáo dục,Excel; PowerPoint; Sales B2B; IELTS; B2C; Direct Sales,Tư vấn tuyển sinh/khoá học; Giáo dục / Đào tạo; B2C; Direct Sales; Telesales; Online Sales,Facebook; Zalo; các công cụ online cơ bản
gd_P2_bbb35b314e282dbb6ba0a84541d370ed_10,gd_P2,P2,Giáo dục,bbb35b314e282dbb6ba0a84541d370ed,"Lễ Tân Trưởng Quốc Tế Cơ Sở Hà Nội Ngành Nha Khoa Thẩm Mỹ, Thu Nhập Hấp Dẫn Làm Việc Tại Hà Nội",Lao động phổ thông,10,skills_match,3,7,4,6,2,7,2,5,7,8,5,7,7,10,9,9,1 năm,Đại học,2,Đại học,Quản trị kinh doanh,Excel; Quản lý nhân sự,Lễ tân/Đón tiếp; Nhân sự,Excel; AutoCAD
gd_P_6ab62df42ffa0205400bb950ba3b7ab6_10,gd_P,P,Giáo dục,6ab62df42ffa0205400bb950ba3b7ab6,"Lập Trình Viên Java (Product Domain Bank, Fintech)",Ngân hàng,10,skills_match,5,4,6,5,6,2,7,4,5,5,5,5,7,8,9,8,3 năm,Cao đẳng,2,Đại học,Công nghệ thông tin,Python; Java; JavaScript,Backend Developer,Java Core; Oracle; Spring+Hibernate; PrimeFaces; Docker; K8S
gd_P_7222c009019dbf5438a77e38fdcb9770_7,gd_P,P,Giáo dục,7222c009019dbf5438a77e38fdcb9770,Nhân Viên Kinh Doanh/ Nhân Viên Tư Vấn Tuyển Sinh/ Tư Vấn Khóa Học IELTS (Không Yêu Cầu Kinh Nghiệm Giáo Dục) - Lương 12 - 25 Triệu/Tháng,Nhân viên kinh doanh,7,experience_match,5,5,3,6,4,4,2,4,8,4,10,8,7,9,7,7,Dưới 1 năm,Cao đẳng,2,Đại học,Công nghệ thông tin,Python; Java; JavaScript,Tư vấn tuyển sinh/khoá học; Giáo dục / Đào tạo; B2C,giao tiếp; thuyết phục; kỹ năng làm việc độc lập; chịu áp lực công việc
gd_P_a4a342774953ed8552a417f752551a08_3,gd_P,P,Giáo dục,a4a342774953ed8552a417f752551a08,"Lập Trình Viên Java - 4 Năm Kinh Nghiệm - Làm Việc Tại Thanh Xuân, HN - Phúc Lợi Tốt, Thu Nhập Cao So Với Thị Trường",IT,3,skills_match,4,3,6,4,4,2,7,3,3,3,5,3,10,10,10,10,4 năm,Đại học,2,Đại học,Công nghệ thông tin,Python; Java; JavaScript,Backend Developer; IT - Phần mềm,Java; Backend Developer; IT - Phần mềm; Spring Security; Redis; SQL; MySQL; PostgreSQL; Oracle; OAuth2; trace log; debug; unit test & test case; SRS writing
gd_P_a5b40b32584c4c0995dab2a7320a38b9_13,gd_P,P,Giáo dục,a5b40b32584c4c0995dab2a7320a38b9,Nhân Viên Kinh Doanh Phụ Gia Thức Ăn Chăn Nuôi| Thu Nhập Tới 30 Triệu | Kinh Nghiệm 2 Năm | Tại Hà Nội Và Hồ Chí Minh,Nhân viên kinh doanh,13,experience_match,3,5,2,4,3,4,1,3,7,10,5,5,4,8,6,6,2 năm,Cao đẳng,2,Đại học,Công nghệ thông tin,Python; Java; JavaScript,Chuyên môn Nông/Lâm/Ngư nghiệp khác; Nông lâm ngư nghiệp,giao tiếp; đàm phán; làm việc độc lập; chủ động và trách nhiệm
gd_P_fadbf9fddd686b0aba832143a92a3355_5,gd_P,P,Giáo dục,fadbf9fddd686b0aba832143a92a3355,Nhân Viên Chăm Sóc Khách Hàng,Chăm sóc khách hàng,5,experience_match,6,6,2,6,5,5,1,5,7,8,3,5,7,8,7,7,1 năm,Cao đẳng,2,Đại học,Công nghệ thông tin,Python; Java; JavaScript,Chăm sóc khách hàng; Y tế / Dược phẩm; Quan hệ công chúng; Nhà hàng / Khách sạn,giao tiếp xuất sắc; kỹ năng giải quyết vấn đề và xử lý tình huống tốt; khả năng làm việc độc lập và làm việc nhóm hiệu quả
hcns_L1_22e24e2703fbea4eb9b1c23b608a9881_10,hcns_L1,L1,Hành chính nhân sự,22e24e2703fbea4eb9b1c23b608a9881,"Chuyên Viên Hành Chính Nhân Sự Tổng Hợp (3 Năm Kinh Nghiệm, Mạnh Tuyển Dụng, Ngành Fulfillment)",Hành chính nhân sự,10,experience_match,6,5,4,5,6,6,5,6,5,2,0,2,10,10,10,10,3 năm,Đại học,0,Đại học,Quản trị nhân sự,MS Office; Powerpoint,Tuyển dụng,MS Office; Google Workspace
hcns_L1_30742e97eff02838ab7595f60fbfdd3d_5,hcns_L1,L1,Hành chính nhân sự,30742e97eff02838ab7595f60fbfdd3d,"Nhân Viên Nhân Sự / Từ 1 Năm Kinh Nghiệm / KCN Tiên Cường, Hải Phòng",Hành chính nhân sự,5,experience_match,7,5,6,7,7,4,7,7,9,7,3,9,7,8,8,8,1 năm,Cao đẳng,0,Đại học,Quản trị nhân sự,MS Office; Powerpoint,,MS office
hcns_L1_622761e6b8d6827057504863ff036216_1,hcns_L1,L1,Hành chính nhân sự,622761e6b8d6827057504863ff036216,Office Manager & Assistant,Hành chính nhân sự,1,experience_match,7,5,4,6,7,4,5,5,9,5,3,9,7,8,7,7,1 năm,Cao đẳng,0,Đại học,Quản trị nhân sự,MS Office; Powerpoint,Hành chính tổng hợp; Nhân sự,MS office; Proficient about personal assistance
hcns_L1_68c6937a9784bdfed36d2973954de5a4_15,hcns_L1,L1,Hành chính nhân sự,68c6937a9784bdfed36d2973954de5a4,HR & Administration Executive,Hành chính nhân sự,15,experience_match,3,5,4,5,2,4,2,2,10,5,0,9,7,10,10,10,1 năm,Đại học,0,Đại học,Quản trị nhân sự,MS Office; Powerpoint,Hành chính nhân sự,Excel; AutoCAD; Python; SAP
hcns_L1_96a2c7f06c161f7fa7b8b7f51d80a91a_7,hcns_L1,L1,Hành chính nhân sự,96a2c7f06c161f7fa7b8b7f51d80a91a,Nhân Sự Tổng Hợp,Hành chính nhân sự,7,experience_match,7,7,5,8,7,7,4,7,8,8,3,9,10,10,10,10,1 năm,Đại học,0,Đại học,Quản trị nhân sự,MS Office; Powerpoint,Hành chính nhân sự; Nhân sự,Excel; Word; Phần mềm quản lý nhân sự
hcns_L1_a150d85738fbdc3f02a5822e0d2f4f6e_9,hcns_L1,L1,Hành chính nhân sự,a150d85738fbdc3f02a5822e0d2f4f6e,Nhân Viên Nhân Sự (Quản Lý Cán Bộ),Hành chính nhân sự,9,experience_match,4,6,5,6,3,6,4,4,8,4,2,9,10,10,9,10,1 năm,Đại học,0,Đại học,Quản trị nhân sự,MS Office; Powerpoint,Chuyên môn Nhân sự/Hành chính/Pháp chế khác; Nhân sự,Excel; Outlook; Word; PowerPoint; SAP; Python; AutoCAD
hcns_L1_b056721a82c64a44dbf133de424b11be_6,hcns_L1,L1,Hành chính nhân sự,b056721a82c64a44dbf133de424b11be,Nhân Viên Hành Chính Nhân Sự - Tuyển Dụng Thu Nhập 11 - 14 Triệu,Hành chính nhân sự,6,experience_match,6,6,5,7,6,4,6,6,9,4,3,9,10,10,10,10,1 năm,Đại học,0,Đại học,Quản trị nhân sự,MS Office; Powerpoint,Tuyển dụng; Nhân sự,Excel; MS Office
hcns_L1_c7d8611403d266205390aeb749e06def_2,hcns_L1,L1,Hành chính nhân sự,c7d8611403d266205390aeb749e06def,"Admin Clerk (District 9, HCMC)",Hành chính nhân sự,2,experience_match,7,6,4,6,7,6,5,6,9,6,2,5,7,8,8,8,1 năm,Cao đẳng,0,Đại học,Quản trị nhân sự,MS Office; Powerpoint,Trợ lý/Thư ký; Nhân sự,data reporting and analysis; proficient in MS Office (Excel; Word; PowerPoint; Outlook); fluent in English communication
hcns_L2b_45eafbcae32c5b03b363c18a6207c797_4,hcns_L2b,L2b,Hành chính nhân sự,45eafbcae32c5b03b363c18a6207c797,TTS Nhân Sự C&B Có Hỗ Trợ Lương,Hành chính nhân sự,4,experience_match,7,8,6,7,7,9,7,7,9,6,4,8,7,8,8,8,Dưới 1 năm,Cao đẳng,2,Đại học,Quản trị nhân sự,Powerpoint; MS Office; Payroll/C&B,Payroll/C&B (Lương/Thưởng/Phúc lợi); Nhân sự,Excel; Payroll/C&B (Lương/Thưởng/Phúc lợi); Nhân sự
hcns_L2b_613c56834e75550987421ddf3f867de5_2,hcns_L2b,L2b,Hành chính nhân sự,613c56834e75550987421ddf3f867de5,Nhân Viên Hành Chính,Hành chính nhân sự,2,experience_match,7,8,6,7,7,8,5,7,9,6,3,8,8,8,6,8,Dưới 1 năm,Cao đẳng,2,Đại học,Quản trị nhân sự,Powerpoint; MS Office; Payroll/C&B,,Hành chính tổng hợp; Kế toán; Nhân sự
hcns_L3_613c56834e75550987421ddf3f867de5_1,hcns_L3,L3,Hành chính nhân sự,613c56834e75550987421ddf3f867de5,Nhân Viên Hành Chính,Hành chính nhân sự,1,experience_match,7,7,6,7,7,8,7,7,8,5,3,5,7,8,8,8,Dưới 1 năm,Cao đẳng,3,Đại học,Quản trị nhân sự,MS Office; Powerpoint; Payroll/C&B; Hành chính tổng hợp,,Hành chính tổng hợp; Kế toán; Nhân sự
hcns_L3_dd1d8e756fc975cc977f0f30363e93d7_8,hcns_L3,L3,Hành chính nhân sự,dd1d8e756fc975cc977f0f30363e93d7,Quản Lý Kho Và Hành Chính Tổng Hợp ( Nam),Hành chính nhân sự,8,experience_match,7,5,4,6,6,6,2,6,7,4,2,5,7,8,6,7,Dưới 1 năm,Trung cấp,3,Đại học,Quản trị nhân sự,MS Office; Powerpoint; Payroll/C&B; Hành chính tổng hợp,,Thủ kho/Quản lý kho; Nhân sự
hcns_L3b_613c56834e75550987421ddf3f867de5_2,hcns_L3b,L3b,Hành chính nhân sự,613c56834e75550987421ddf3f867de5,Nhân Viên Hành Chính,Hành chính nhân sự,2,experience_match,7,6,5,6,7,8,6,7,9,5,2,5,7,8,7,7,Dưới 1 năm,Cao đẳng,4,Đại học,Quản trị kinh doanh,Powerpoint; MS Office; Payroll/C&B; Hành chính tổng hợp,,Hành chính tổng hợp; Kế toán; Nhân sự
hcns_L4_70e84ed252688e0935f66556d89dac39_5,hcns_L4,L4,Hành chính nhân sự,70e84ed252688e0935f66556d89dac39,Professional Staff For Payroll & HR Admin. Outsourcing Service (Full Time & Based In Ho Chi Minh City),Hành chính nhân sự,5,experience_match,7,8,7,7,7,9,6,7,10,4,10,4,10,10,9,10,Không yêu cầu,Đại học,6,Đại học,Quản trị nhân sự,MS Office; Powerpoint; Payroll/C&B; Hành chính tổng hợp; Quản trị nhân sự,,Microsoft Office; Microsoft Excel; Tiếng Anh (cả đọc và viết)
hcns_L4_e3fd6a68fdfab0e5d0cc1985dce9bb73_12,hcns_L4,L4,Hành chính nhân sự,e3fd6a68fdfab0e5d0cc1985dce9bb73,Hành Chính Nhân Sự Tổng Hợp (Mạnh C&B) - Lương Từ 14-17 Triệu++ (Hưng Yên),Hành chính nhân sự,12,experience_match,8,9,8,7,7,9,7,7,9,4,9,4,10,7,10,10,,,6,Đại học,Quản trị nhân sự,MS Office; Powerpoint; Payroll/C&B; Hành chính tổng hợp; Quản trị nhân sự,,
hcns_L4b_96866b29de45f0ab19454f6d11a9ed63_15,hcns_L4b,L4b,Hành chính nhân sự,96866b29de45f0ab19454f6d11a9ed63,Chuyên Viên Quản Trị Nhân Sự ( Hoạch Định Và Tuyển Dụng Chiến Lược )/ Trưởng Nhóm Tuyển Dụng,Hành chính nhân sự,15,experience_match,8,7,8,7,7,9,7,7,7,4,10,4,7,7,9,7,,,7,Đại học,Quản trị kinh doanh,Powerpoint; MS Office; Payroll/C&B; Hành chính tổng hợp; Quản trị nhân sự,,
hcns_P2_16ddf96c00d565e99c88f001ce1362a0_3,hcns_P2,P2,Hành chính nhân sự,16ddf96c00d565e99c88f001ce1362a0,Chuyên Viên Hỗ Trợ Tín Dụng - [BAC A BANK - Chi Nhánh Hưng Yên/Hà Giang/ Hải Phòng],Nhân viên kinh doanh,3,skills_match,4,5,3,5,4,7,2,5,7,8,5,7,4,5,4,4,1 năm,Đại học,2,Trung cấp,Quản lý kho,Warehouse management systems; Office applications,,soạn thảo văn bản; làm việc độc lập và làm việc nhóm; giao tiếp
hcns_P2_96a2c7f06c161f7fa7b8b7f51d80a91a_12,hcns_P2,P2,Hành chính nhân sự,96a2c7f06c161f7fa7b8b7f51d80a91a,Nhân Sự Tổng Hợp,Hành chính nhân sự,12,skills_match,6,5,4,6,6,7,2,7,7,8,6,7,4,5,4,4,1 năm,Đại học,2,Trung cấp,Quản lý kho,Warehouse management systems; Office applications,Hành chính nhân sự; Nhân sự,Excel; Word; Phần mềm quản lý nhân sự
hcns_P2_fadbf9fddd686b0aba832143a92a3355_5,hcns_P2,P2,Hành chính nhân sự,fadbf9fddd686b0aba832143a92a3355,Nhân Viên Chăm Sóc Khách Hàng,Chăm sóc khách hàng,5,skills_match,5,6,3,5,5,7,2,5,7,8,5,7,7,5,4,5,1 năm,Cao đẳng,2,Trung cấp,Quản lý kho,Warehouse management systems; Office applications,Chăm sóc khách hàng; Y tế / Dược phẩm; Quan hệ công chúng; Nhà hàng / Khách sạn,giao tiếp xuất sắc; kỹ năng giải quyết vấn đề và xử lý tình huống tốt; khả năng làm việc độc lập và làm việc nhóm hiệu quả
hcns_P_2381622314563ac18b2e217c8df5d269_9,hcns_P,P,Hành chính nhân sự,2381622314563ac18b2e217c8df5d269,User Experience Assurance-User Oriented Testers,IT,9,experience_match,3,5,3,4,3,4,2,3,10,10,5,5,7,10,7,7,2 năm,Đại học,2,Đại học,Quản trị kinh doanh,warehouse management systems; office applications,,Software Tester (Automation & Manual)
hcns_P_7222c009019dbf5438a77e38fdcb9770_6,hcns_P,P,Hành chính nhân sự,7222c009019dbf5438a77e38fdcb9770,Nhân Viên Kinh Doanh/ Nhân Viên Tư Vấn Tuyển Sinh/ Tư Vấn Khóa Học IELTS (Không Yêu Cầu Kinh Nghiệm Giáo Dục) - Lương 12 - 25 Triệu/Tháng,Nhân viên kinh doanh,6,experience_match,5,5,5,5,5,4,4,4,7,5,10,5,7,8,7,7,Dưới 1 năm,Cao đẳng,2,Đại học,Quản trị kinh doanh,warehouse management systems; office applications,Tư vấn tuyển sinh/khoá học; Giáo dục / Đào tạo; B2C,giao tiếp; thuyết phục; kỹ năng làm việc độc lập; chịu áp lực công việc
